position,person,personID,start,end,gender,DOB,DOD,image,enwiki
Minister of Information and Communications,Dora Akunyili,Q525003,2008-12-17,2010-12-15,female,1954-07-14,2014-06-07,DoraAkunyili Monument at Ezinano Agulu.jpg,Dora Akunyili
Minister of Information and Communications,Omobola Johnson,Q16195133,2011,2015,female,1963-06-28,,Omobolajohnson.jpg,Omobola Johnson
Minister of Information and Communications,Labaran Maku,Q17541403,2011-07-11,2015-05-29,male,1962-01-01,,,Labaran Maku
Minister of Information and Culture,Labaran Maku,Q17541403,2003-05,2007-05,male,1962-01-01,,,Labaran Maku
Minister of Information and Culture,Lai Mohammed,Q19561129,2015-11,,male,1951-12-06,,,Lai Mohammed
Minister of Information and National Orientation,Dapo Sarumi,Q5221785,1999-06,2001-01,male,,,,Dapo Sarumi
Minister of Information and National Orientation,Jerry Gana,Q6183625,2001-05-29,2003-07,male,1945-11-30,,Professor Jerry Gana.jpg,Jerry Gana
Minister of Information and National Orientation,Chukwuemeka Chikelu,Q5116055,2003-07,2005-06,male,,,,Chukwuemeka Chikelu
Minister of Information and National Orientation,Frank Nweke,Q5488721,2005-06,2007-01,male,1965-09-18,,,Frank Nweke
Minister of Interior,Sunday Afolabi,Q7639324,1999-06,2000-06,male,1931,2004-05,,Sunday Afolabi
Minister of Interior,Mohammed Shata,Q6893343,2000-06,2003-05,male,1950-01-15,,,Mohammed Shata
Minister of Interior,Iyorchia Ayu,Q15437956,2003-07,2005-06,male,,,,Iyorchia Ayu
Minister of Interior,Magaji Muhammed,Q16105433,2005-07-13,2006-06,male,1940-12-31,2017-04-15,,Magaji Muhammed
Minister of Interior,Oluyemi Adeniji,Q7088880,2006-06-21,2007-05,male,1934-07-22,2017-11-26,"The External Affairs Minister Shri K. Natwar Singh meeting with the Foreign Minister of Nigeria Mr. Amb. Olu Adeniji in New Delhi on March 22, 2005.jpg",Oluyemi Adeniji
Minister of Interior,Godwin Abbe,Q5576962,2007-07-26,2009-07-14,male,1949-01-10,,Godwin Abbe 2.jpg,Godwin Abbe
Minister of Interior,Shettima Mustapha,Q7495679,2009-07-14,2010-03-17,male,1939-11-26,,,Shettima Mustapha
Minister of Interior,Emmanuel Iheanacho,Q5373249,2010-04-06,2011-07,male,,,,Emmanuel Iheanacho
Minister of Interior,Patrick Abba Moro,Q19668719,2011-07,2015-05,male,1956-07-03,,,Abba Moro
Minister of Interior,Abdulrahman Bello Dambazau,Q20675806,2015-11,2019-05,male,1954-03-14,,,Abdulrahman Bello Dambazau
Minister of Interior,Rauf Aregbesola,Q7296120,2019-08,,male,1957-05-25,,Rauf Aregbesola.jpg,Rauf Aregbesola
Minister of Justice,Kanu Godwin Agabi,Q16150077,1999-06,2000-01,male,,,,Kanu Godwin Agabi
Minister of Justice,Bola Ige,Q3511524,2000-01-03,2001-12-23,male,1930-09-13,2001-12-23,,Bola Ige
Minister of Justice,Kanu Godwin Agabi,Q16150077,2002,2003,male,,,,Kanu Godwin Agabi
Minister of Justice,Akin Olujimi,Q111163436,2003,2005-06,,,,,
Minister of Justice,Bayo Ojo,Q4874679,2005-07,2007-07,male,,,,Bayo Ojo
Minister of Justice,Michael Aondoakaa,Q6828240,2007-07-26,2010-02-10,male,1962-06-12,,,Michael Aondoakaa
Minister of Justice,Adetokunbo Kayode,Q4682392,2010-02-10,2010-03-17,male,1958-10-31,,,Adetokunbo Kayode
Minister of Justice,Mohammed Bello Adoke,Q6893019,2010-04-06,2011-05-29,male,1963-09-01,,,Mohammed Bello Adoke
Minister of Justice,Mohammed Bello Adoke,Q6893019,2011-07-02,2015-05,male,1963-09-01,,,Mohammed Bello Adoke
Minister of Justice,Abubakar Malami,Q23714146,2015-11-11,,male,1967-04-17,,Abubakar Malami638.jpg,Abubakar Malami
Minister of Labour,Alabo Graham-Douglas,Q4705424,1999-06,2000-07,male,1939-05-08,,,Alabo Graham-Douglas
Minister of Labour,Musa Gwadabe,Q111164313,2000-07,2003,,,,,
Minister of Labour,Hassan Muhammed Lawal,Q5679764,2003-07,2008-12-17,male,1954-10-12,2018-03-24,,Hassan Muhammed Lawal
Minister of Labour,Adetokunbo Kayode,Q4682392,2008-12-17,2010-02-10,male,1958-10-31,,,Adetokunbo Kayode
Minister of Labour,Chukwuemeka Ngozichineke Wogu,Q5116059,2010-02-09,2011-07,male,1965-01-29,,,Chukwuemeka Ngozichineke Wogu
Minister of Labour,Ibrahim Kazaure,Q16186312,2010-02-10,2010-03-17,male,1954-11-12,,,Ibrahim Kazaure
Minister of Labour,Emeka Wogu,Q111140086,2011-07-11,2015-05-29,,,,,
Minister of Labour,Chris Ngige,Q3510794,2015-11-11,,male,1952-08-08,,Ngige.jpg,Chris Ngige
Minister of Lands and Urban Development,Nduese Essien,Q6983832,2010-02-09,2011-07,male,1944-02-02,,,Nduese Essien
Minister of Mines and Steel Development,Musa Gwadabe,Q111164313,1999-06,2000-01,,,,,
Minister of Mines and Steel Development,Kanu Godwin Agabi,Q16150077,2000-01,2002,male,,,,Kanu Godwin Agabi
Minister of Mines and Steel Development,Odion Ugbesia,Q7077836,2003,2005-06,male,1949-01-28,,,Odion Ugbesia
Minister of Mines and Steel Development,Obiageli Katryn Ezekwesili,Q7074927,2005-06,2006-06,female,1963-04-28,,"Obiageli Katryn Ezekwesili, 2009 World Economic Forum on Africa.jpg",Oby Ezekwesili
Minister of Mines and Steel Development,Leslye Obiora,Q6531274,2007-01,2007-05,female,,,,Leslye Obiora
Minister of Mines and Steel Development,Sarafa Tunji Ishola,Q7421977,2007-07,2008-12,male,1960-11-25,,,Sarafa Tunji Ishola
Minister of Mines and Steel Development,Diezani Alison-Madueke,Q3510695,2008-12-17,2010-03-17,female,1960-12-06,,Diezani K. Alison-Madueke - World Economic Forum on Africa 2012.jpg,Diezani Alison-Madueke
Minister of Mines and Steel Development,Musa Mohammed Sada,Q6939943,2010-02-09,2011-07,male,1957-02-25,,,Musa Mohammed Sada
Minister of Mines and Steel Development,Musa Mohammed Sada,Q6939943,2011-07-11,2015-05-29,male,1957-02-25,,,Musa Mohammed Sada
Minister of Mines and Steel Development,Kayode Fayemi,Q6380660,2015-11-11,2018-05-30,male,1965-02-09,,,Kayode Fayemi
Minister of Mines and Steel Development,Abubakar Bawa Bwari,Q111086007,2018-05-30,2019-05-28,male,,,,
Minister of Mines and Steel Development,Olamilekan Adegbite,Q75184824,2019-08,,male,,,,Olamilekan Adegbite
Minister of Niger Delta Affairs,Ufot Ekaette,Q7877539,2008-12-24,2010-03-17,male,1939,,,Ufot Ekaette
Minister of Niger Delta Affairs,Stephen Oru,Q18385434,2010-02-09,2011-07,male,,,DrStephenOru.jpeg,Stephen Oru
Minister of Niger Delta Affairs,Peter Godsday Orubebe,Q7174268,2010-04-06,2014-02-12,male,1959-06-06,,,Peter Godsday Orubebe
Minister of Niger Delta Affairs,Usani Uguru Usani,Q27914853,2015-11-11,2019-05-28,male,1961-01-27,,UsaniUguruUguru.jpg,Usani Uguru Usani
Minister of Niger Delta Affairs,Godswill Akpabio,Q5576947,2019-08-21,2022-05-11,male,1962-12-19,,Godswill Obot Akpabio (2012).jpg,Godswill Akpabio
Minister of Petroleum Resources,Rilwanu Lukman,Q7334311,2008-12-18,2010-03-17,male,1938-08-26,2014-07-19,,Rilwanu Lukman
Minister of Petroleum Resources,Diezani Alison-Madueke,Q3510695,2010-02-09,2011-07,female,1960-12-06,,Diezani K. Alison-Madueke - World Economic Forum on Africa 2012.jpg,Diezani Alison-Madueke
Minister of Petroleum Resources,Diezani Alison-Madueke,Q3510695,2011-07-11,2015-05-29,female,1960-12-06,,Diezani K. Alison-Madueke - World Economic Forum on Africa 2012.jpg,Diezani Alison-Madueke
Minister of Petroleum Resources,Muhammadu Buhari,Q361567,2015-11-11,,male,1942-12-17,,Muhammadu Buhari.jpg,Muhammadu Buhari
Minister of Police Affairs,David Jemibewon,Q5235612,1999,2001,male,1940-07-22,,,David Jemibewon
